INPUT_TABLE
Variable ID
LN2_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,UnmanagedLandLeaf,year,allocation
Russia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.12969751
South Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,1.06204086
South America_Southern,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,2.83841994
South Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.39307739
South Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.00364637
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.24025243
Argentina,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,6.34112365
Colombia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.5906346
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,9.12315226
Africa_Eastern,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.22393666
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,9.69157417
Brazil,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,20.18106686
Central America and Caribbean,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.19743369
Central Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.10233035
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,30.0268256
EU-15,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,4.44724552
Europe_Non_EU,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.19648191
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.12329881
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.02074051
Mexico,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.0386241
Pakistan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.12303983
South America_Southern,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,19.94105952
South Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.21981284
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,0.12655643
Argentina,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,18.45160109
Colombia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1990,1.48082257
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,5.73999763
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,1.13674128
Central Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,88.64305527
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,80.80952511
EU-15,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,0.104468
European Free Trade Association,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,0.00580089
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,0.22322716
Pakistan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,0.06334989
Russia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,1.7598499
South America_Southern,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,3.73615551
South Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,3.51002204
Argentina,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1990,9.44685393
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,1.30310508
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,0.48441179
Central Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,46.82114379
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,60.95800723
EU-15,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,0.43660133
Europe_Non_EU,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,0.12606426
European Free Trade Association,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,1.37348444
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,0.36279277
Pakistan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,0.11445832
Russia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,6.4126427
South America_Southern,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,4.44797974
South Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,1.58864401
Argentina,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1990,3.30059166
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.3841212
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.60077501
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,3.86999674
Central Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,7.37565913
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,31.96023034
EU-12,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.13148976
EU-15,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,1.5893431
Europe_Non_EU,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.1244256
European Free Trade Association,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.73176624
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.22084494
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.00600703
Russia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,17.66939772
South America_Southern,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,3.29793061
South Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.29937036
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.03633695
Argentina,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1990,0.52412266
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.1622413
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,2.97616863
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.28782193
Central Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.23150032
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,10.10752676
EU-12,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.11254594
EU-15,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,1.93582471
Europe_Eastern,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.02506995
Europe_Non_EU,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.03270917
European Free Trade Association,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.02281962
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.13612239
Russia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.07410051
South America_Southern,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,2.12034339
South Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.19053416
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.0245076
Argentina,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1990,0.08155835
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,1990,0.59726455
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,1990,0.38779387
South America_Southern,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,1990,0.21765638
South America_Southern,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,1990,0.09852954
Africa_Eastern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,74.9492551
Africa_Northern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,4.14498027
Africa_Southern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,4.22964994
Africa_Western,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,66.69848937
Australia_NZ,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,46.87719687
Brazil,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,0.2632238
India,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,0.22780953
Mexico,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,2.15315241
Middle East,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,66.28506947
Pakistan,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,0.08744323
South Africa,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,0.83236137
South America_Northern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,0.19310865
South America_Southern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2005,3.01402039
Africa_Eastern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,41.97831752
Africa_Northern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,1.17482392
Africa_Southern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,6.85455413
Africa_Western,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,38.91251254
Australia_NZ,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,35.29215327
Brazil,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,2.41132723
India,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,0.70497622
Mexico,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,1.44067039
Middle East,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,0.0065899
South Africa,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,0.49308054
South America_Northern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,0.5318808
South America_Southern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,0.85775416
Colombia,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2005,0.37375085
Africa_Eastern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,37.64467788
Africa_Northern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,0
Africa_Southern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,34.00685247
Africa_Western,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,44.84685894
Australia_NZ,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,18.83232095
Brazil,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,11.12594664
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,3.47656156
Mexico,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,3.15286225
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,0.01924972
South Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,1.38134965
South America_Northern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,0.18337547
South America_Southern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,3.62594436
South Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,0.01953119
Colombia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2005,0.15885339
Africa_Eastern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,44.81866264
Africa_Northern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,0.07759021
Africa_Southern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,55.22698437
Africa_Western,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,42.1972015
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,3.77625688
Brazil,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,20.84650415
Central America and Caribbean,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,2.49126584
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,0.04021313
EU-15,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,0.00737406
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,0.8110423
Indonesia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,0.34238317
Mexico,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,4.20680892
South Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,0.46982938
South America_Northern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,6.29170395
South America_Southern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,3.89413881
South Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,0.24270125
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,0.51537801
Colombia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2005,0.46803904
Africa_Eastern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,17.6249714
Africa_Southern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,16.48741787
Africa_Western,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,27.69973618
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,0.19423425
Brazil,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,78.66999784
Central America and Caribbean,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,4.79625162
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,0.1729817
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,0.10685873
Indonesia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,0.4664393
Mexico,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,1.02561594
South Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,0.26248702
South America_Northern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,7.21569229
South America_Southern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,9.92693246
South Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,0.49833432
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,1.21484702
Colombia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2005,7.08167457
Africa_Eastern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,12.94780285
Africa_Southern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,0.2195819
Africa_Western,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,25.47889023
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,0.40170129
Brazil,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,26.7308631
Central America and Caribbean,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,5.50723217
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,2.64251135
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,0.07870221
Indonesia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,6.9916281
Mexico,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,1.62787075
South Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,0.35139581
South America_Northern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,2.81097596
South America_Southern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,6.45224584
South Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,0.24211063
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,0.88096577
Colombia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2005,24.8478698
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,125.08499735
Africa_Eastern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,2.55279955
Africa_Northern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,31.34726066
Africa_Southern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,42.54073993
Africa_Western,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,0.33061608
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,232.74530223
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,2.40144236
Central Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,185.79762678
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,73.74403558
Europe_Non_EU,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,0.04713235
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,0.695933
Mexico,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,41.38574274
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,91.19542
Pakistan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,0.37765278
Russia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,10.2147734
South Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,45.66157277
South America_Southern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,8.52326996
South Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,7.08358027
Argentina,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2005,36.43500437
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,38.92193626
Africa_Eastern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,0.66433242
Africa_Northern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,17.42182602
Africa_Southern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,23.14822077
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,18.83472035
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,0.98783523
Central Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,33.61169083
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,45.07448836
EU-12,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,0.375324
EU-15,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,0.08467698
Europe_Eastern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,1.8434384
Europe_Non_EU,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,7.84236738
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,0.43966392
Mexico,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,10.77270528
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,20.80682908
Pakistan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,0.05110751
Russia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,17.27827746
South Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,11.42003699
South America_Southern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,11.9320557
South Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,16.95740329
Argentina,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2005,7.38787927
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,6.83900946
Africa_Eastern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,0.30680707
Africa_Northern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,14.20664275
Africa_Southern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,25.12518425
Africa_Western,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,0.07259681
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,9.1972251
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,1.76467911
Central Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,2.23416876
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,14.38450856
EU-12,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,2.11399164
EU-15,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,6.52599277
Europe_Eastern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,1.98048272
Europe_Non_EU,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,4.49727279
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,0.5454731
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,0.00880159
Mexico,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,5.02436444
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,3.91279748
Pakistan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,0.06463741
Russia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,15.32584297
South Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,9.59446868
South America_Southern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,8.87843619
South Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,0.13650371
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,0.00342258
