region,GCAM_commodity,year,area
India,Corn,1987,55.609
Indonesia,Corn,1987,26.81033
Japan,Corn,1987,0.3992
Mexico,Corn,1987,68.19802
Middle East,Corn,1987,1.46706
Pakistan,Corn,1987,8.539
Russia,Corn,1987,45.73
South Africa,Corn,1987,50.92
South America_Northern,Corn,1987,6.87554
South America_Southern,Corn,1987,16.21003
South Asia,Corn,1987,10.65978
South Korea,Corn,1987,0.5254
Southeast Asia,Corn,1987,57.1461
USA,Corn,1987,243.3365
Africa_Eastern,FiberCrop,1987,7.39665
Africa_Northern,FiberCrop,1987,4.4572
Africa_Southern,FiberCrop,1987,10.08855
Africa_Western,FiberCrop,1987,13.48425
Argentina,FiberCrop,1987,2.7545
Australia_NZ,FiberCrop,1987,1.56
Brazil,FiberCrop,1987,22.96441
Central America and Caribbean,FiberCrop,1987,1.3828
Central Asia,FiberCrop,1987,359.84
China,FiberCrop,1987,56.85854
Colombia,FiberCrop,1987,1.7424
EU-12,FiberCrop,1987,136.64195
EU-15,FiberCrop,1987,3.65662
Europe_Eastern,FiberCrop,1987,134.94
Europe_Non_EU,FiberCrop,1987,6.05915
India,FiberCrop,1987,71.565
Indonesia,FiberCrop,1987,0.30028
Japan,FiberCrop,1987,0
Mexico,FiberCrop,1987,3.05788
Middle East,FiberCrop,1987,4.02212
Pakistan,FiberCrop,1987,25.68504
Russia,FiberCrop,1987,44.98
South Africa,FiberCrop,1987,1.675
South America_Northern,FiberCrop,1987,0.55281
South America_Southern,FiberCrop,1987,4.41117
South Asia,FiberCrop,1987,8.4388
South Korea,FiberCrop,1987,0.01274
Southeast Asia,FiberCrop,1987,3.5568
USA,FiberCrop,1987,40.59
Africa_Eastern,FodderHerb,1987,0.4106
Africa_Northern,FodderHerb,1987,0.2882
Australia_NZ,FodderHerb,1987,0.03013
Central Asia,FodderHerb,1987,68.08
EU-12,FodderHerb,1987,25.7914
EU-15,FodderHerb,1987,1.16038
Europe_Eastern,FodderHerb,1987,25.53
Europe_Non_EU,FodderHerb,1987,2.95971
Mexico,FodderHerb,1987,0.08784
Middle East,FodderHerb,1987,0.5932
Russia,FodderHerb,1987,8.51
Africa_Eastern,MiscCrop,1987,48.55003
Africa_Northern,MiscCrop,1987,29.4212
Africa_Southern,MiscCrop,1987,21.77993
Africa_Western,MiscCrop,1987,76.38225
Argentina,MiscCrop,1987,9.18968
Australia_NZ,MiscCrop,1987,19.56226
Brazil,MiscCrop,1987,106.61423
Canada,MiscCrop,1987,7.12153
Central America and Caribbean,MiscCrop,1987,26.93647
Central Asia,MiscCrop,1987,864.328
China,MiscCrop,1987,145.73683
Colombia,MiscCrop,1987,13.80739
EU-12,MiscCrop,1987,370.35384
EU-15,MiscCrop,1987,103.38169
Europe_Eastern,MiscCrop,1987,324.123
Europe_Non_EU,MiscCrop,1987,96.24534
European Free Trade Association,MiscCrop,1987,0.64066
India,MiscCrop,1987,273.14881
Indonesia,MiscCrop,1987,31.03483
Japan,MiscCrop,1987,7.11665
Mexico,MiscCrop,1987,37.50484
Middle East,MiscCrop,1987,33.52226
Pakistan,MiscCrop,1987,21.13041
Russia,MiscCrop,1987,108.041
South Africa,MiscCrop,1987,4.59997
South America_Northern,MiscCrop,1987,5.25341
South America_Southern,MiscCrop,1987,19.42237
South Asia,MiscCrop,1987,16.74327
South Korea,MiscCrop,1987,8.49132
Southeast Asia,MiscCrop,1987,42.90629
USA,MiscCrop,1987,34.24235
Africa_Eastern,OilCrop,1987,25.76179
Africa_Northern,OilCrop,1987,20.9764
Africa_Southern,OilCrop,1987,13.9417
Africa_Western,OilCrop,1987,53.04804
Argentina,OilCrop,1987,62.9045
Australia_NZ,OilCrop,1987,3.91087
Brazil,OilCrop,1987,95.88945
Canada,OilCrop,1987,38.708
Central America and Caribbean,OilCrop,1987,2.05341
Central Asia,OilCrop,1987,549.048
China,OilCrop,1987,194.04547
Colombia,OilCrop,1987,0.9265
EU-12,OilCrop,1987,237.30037
EU-15,OilCrop,1987,92.1892
Europe_Eastern,OilCrop,1987,205.893
Europe_Non_EU,OilCrop,1987,37.55238
European Free Trade Association,OilCrop,1987,0.2309
India,OilCrop,1987,184.368
Indonesia,OilCrop,1987,16.55284
Japan,OilCrop,1987,1.87021
Mexico,OilCrop,1987,9.4326
Middle East,OilCrop,1987,6.32931
Pakistan,OilCrop,1987,4.39518
Russia,OilCrop,1987,68.631
South Africa,OilCrop,1987,6.28
South America_Northern,OilCrop,1987,1.59649
South America_Southern,OilCrop,1987,11.21104
South Asia,OilCrop,1987,8.69691
South Korea,OilCrop,1987,5.49112
Southeast Asia,OilCrop,1987,26.1034
USA,OilCrop,1987,247.89217
Africa_Eastern,OtherGrain,1987,79.66089
Africa_Northern,OtherGrain,1987,47.11343
Africa_Southern,OtherGrain,1987,24.84399
Africa_Western,OtherGrain,1987,210.24675
Argentina,OtherGrain,1987,18.00993
Australia_NZ,OtherGrain,1987,48.19467
Brazil,OtherGrain,1987,5.02412
Canada,OtherGrain,1987,66.967
Central America and Caribbean,OtherGrain,1987,4.81252
Central Asia,OtherGrain,1987,4541.46455
China,OtherGrain,1987,85.1511
Colombia,OtherGrain,1987,3.087
EU-12,OtherGrain,1987,1795.27137
EU-15,OtherGrain,1987,172.78969
Europe_Eastern,OtherGrain,1987,1702.5
Europe_Non_EU,OtherGrain,1987,57.94334
European Free Trade Association,OtherGrain,1987,3.496
India,OtherGrain,1987,310.752
Japan,OtherGrain,1987,1.38418
Mexico,OtherGrain,1987,22.58002
Middle East,OtherGrain,1987,57.15769
Pakistan,OtherGrain,1987,7.948
Russia,OtherGrain,1987,567.5
South Africa,OtherGrain,1987,6.01
South America_Northern,OtherGrain,1987,3.90211
South America_Southern,OtherGrain,1987,5.96602
South Asia,OtherGrain,1987,5.93281
South Korea,OtherGrain,1987,4.46022
Southeast Asia,OtherGrain,1987,3.14031
USA,OtherGrain,1987,115.63404
Africa_Eastern,PalmFruit,1987,0.66137
Africa_Southern,PalmFruit,1987,4.0915
Africa_Western,PalmFruit,1987,33.4733
Brazil,PalmFruit,1987,1.9792
Central America and Caribbean,PalmFruit,1987,1.88151
China,PalmFruit,1987,0.635
Colombia,PalmFruit,1987,0.6406
EU-15,PalmFruit,1987,0.041
Europe_Non_EU,PalmFruit,1987,0
India,PalmFruit,1987,13.46
Indonesia,PalmFruit,1987,25.18362
Mexico,PalmFruit,1987,1.94296
Pakistan,PalmFruit,1987,0.00162
South America_Northern,PalmFruit,1987,0.41505
South America_Southern,PalmFruit,1987,0.78424
South Asia,PalmFruit,1987,4.50983
Southeast Asia,PalmFruit,1987,62.03202
USA,PalmFruit,1987,0.012
Africa_Eastern,Rice,1987,11.61014
Africa_Northern,Rice,1987,4.2232
Africa_Southern,Rice,1987,4.87162
Africa_Western,Rice,1987,30.56231
Argentina,Rice,1987,0.9468
Australia_NZ,Rice,1987,0.959
Brazil,Rice,1987,60.00016
Central America and Caribbean,Rice,1987,5.50696
Central Asia,Rice,1987,52.56
China,Rice,1987,326.943
Colombia,Rice,1987,3.485
EU-12,Rice,1987,20.52728
EU-15,Rice,1987,3.30728
Europe_Eastern,Rice,1987,19.71
Europe_Non_EU,Rice,1987,1.04675
India,Rice,1987,388.06304
Indonesia,Rice,1987,99.22594
Japan,Rice,1987,21.46
Mexico,Rice,1987,1.54814
Middle East,Rice,1987,5.96981
Pakistan,Rice,1987,19.63
Russia,Rice,1987,6.57
South Africa,Rice,1987,0.013
South America_Northern,Rice,1987,2.82484
South America_Southern,Rice,1987,7.56385
South Asia,Rice,1987,126.23893
South Korea,Rice,1987,25.24648
Southeast Asia,Rice,1987,245.52238
USA,Rice,1987,9.4475
Africa_Eastern,Root_Tuber,1987,20.2501
Africa_Northern,Root_Tuber,1987,2.6069
Africa_Southern,Root_Tuber,1987,25.60992
Africa_Western,Root_Tuber,1987,86.80568
Argentina,Root_Tuber,1987,1.45324
Australia_NZ,Root_Tuber,1987,0.47089
Brazil,Root_Tuber,1987,22.09806
Canada,Root_Tuber,1987,1.139
Central America and Caribbean,Root_Tuber,1987,4.02238
Central Asia,Root_Tuber,1987,499.24421
China,Root_Tuber,1987,92.16025
Colombia,Root_Tuber,1987,3.3205
EU-12,Root_Tuber,1987,217.09045
EU-15,Root_Tuber,1987,18.86631
Europe_Eastern,Root_Tuber,1987,187.17
Europe_Non_EU,Root_Tuber,1987,15.62973
European Free Trade Association,Root_Tuber,1987,0.3846
India,Root_Tuber,1987,12.751
Indonesia,Root_Tuber,1987,14.8324
Japan,Root_Tuber,1987,2.2853
Mexico,Root_Tuber,1987,0.72227
Middle East,Root_Tuber,1987,2.12608
Pakistan,Root_Tuber,1987,0.61018
Russia,Root_Tuber,1987,62.39
South Africa,Root_Tuber,1987,0.735
South America_Northern,Root_Tuber,1987,0.73905
South America_Southern,Root_Tuber,1987,8.50237
South Asia,Root_Tuber,1987,3.18033
South Korea,Root_Tuber,1987,0.94752
Southeast Asia,Root_Tuber,1987,27.23588
USA,Root_Tuber,1987,5.631
Africa_Eastern,SugarCrop,1987,3.24423
Africa_Northern,SugarCrop,1987,2.09791
Africa_Southern,SugarCrop,1987,0.94305
Africa_Western,SugarCrop,1987,3.11358
Argentina,SugarCrop,1987,2.902
Australia_NZ,SugarCrop,1987,3.07161
Brazil,SugarCrop,1987,43.0868
Canada,SugarCrop,1987,0.226
Central America and Caribbean,SugarCrop,1987,19.89774
Central Asia,SugarCrop,1987,272.32
China,SugarCrop,1987,14.22464
Colombia,SugarCrop,1987,3.4
EU-12,SugarCrop,1987,115.9684
EU-15,SugarCrop,1987,20.13666
Europe_Eastern,SugarCrop,1987,102.12
Europe_Non_EU,SugarCrop,1987,12.12586
European Free Trade Association,SugarCrop,1987,0.1499
India,SugarCrop,1987,30.787
Indonesia,SugarCrop,1987,3.1
Japan,SugarCrop,1987,1.064
Mexico,SugarCrop,1987,6.15724
Middle East,SugarCrop,1987,2.25786
Pakistan,SugarCrop,1987,7.717
Russia,SugarCrop,1987,34.04
South Africa,SugarCrop,1987,2.74254
South America_Northern,SugarCrop,1987,1.6293
South America_Southern,SugarCrop,1987,3.63405
South Asia,SugarCrop,1987,2.12994
Southeast Asia,SugarCrop,1987,10.85184
USA,SugarCrop,1987,8.60385
Africa_Eastern,Wheat,1987,9.6811
Africa_Northern,Wheat,1987,55.38291
Africa_Southern,Wheat,1987,1.23325
Africa_Western,Wheat,1987,0.93033
Argentina,Wheat,1987,48.289
Australia_NZ,Wheat,1987,90.87963
Brazil,Wheat,1987,34.54844
Canada,Wheat,1987,134.577
Central America and Caribbean,Wheat,1987,0.2378
Central Asia,Wheat,1987,3739.39777
China,Wheat,1987,287.99224
Colombia,Wheat,1987,0.408
EU-12,Wheat,1987,1508.56587
EU-15,Wheat,1987,154.16972
Europe_Eastern,Wheat,1987,1400.52
Europe_Non_EU,Wheat,1987,169.91781
European Free Trade Association,Wheat,1987,1.5322
India,Wheat,1987,231.312
Japan,Wheat,1987,2.711
Mexico,Wheat,1987,9.88097
Middle East,Wheat,1987,95.10249
Pakistan,Wheat,1987,77.062
Russia,Wheat,1987,466.84
South Africa,Wheat,1987,17.49
South America_Northern,Wheat,1987,0.00924
South America_Southern,Wheat,1987,12.09343
South Asia,Wheat,1987,29.20296
South Korea,Wheat,1987,0.0247
Southeast Asia,Wheat,1987,1.11323
USA,Wheat,1987,226.46
Africa_Eastern,Corn,1988,35.95838
Africa_Northern,Corn,1988,12.22357
Africa_Southern,Corn,1988,72.12198
Africa_Western,Corn,1988,80.11449
Argentina,Corn,1988,24.375
Australia_NZ,Corn,1988,0.79247
Brazil,Corn,1988,131.8199
Canada,Corn,1988,10.18504
Central America and Caribbean,Corn,1988,19.65786
Central Asia,Corn,1988,354.48
China,Corn,1988,197.73891
Colombia,Corn,1988,6.641
EU-12,Corn,1988,201.89387
EU-15,Corn,1988,43.38036
Europe_Eastern,Corn,1988,132.93
Europe_Non_EU,Corn,1988,118.7094
European Free Trade Association,Corn,1988,0.2589
India,Corn,1988,58.967
Indonesia,Corn,1988,34.82751
Japan,Corn,1988,0.39632
Mexico,Corn,1988,65.19937
Middle East,Corn,1988,1.66548
Pakistan,Corn,1988,8.658
Russia,Corn,1988,44.31
South Africa,Corn,1988,47.64
South America_Northern,Corn,1988,6.44389
South America_Southern,Corn,1988,16.1281
South Asia,Corn,1988,10.93952
South Korea,Corn,1988,0.4412
Southeast Asia,Corn,1988,63.05433
USA,Corn,1988,238.26938
Africa_Eastern,FiberCrop,1988,6.12963
Africa_Northern,FiberCrop,1988,4.65208
Africa_Southern,FiberCrop,1988,10.13982
Africa_Western,FiberCrop,1988,14.89098
Argentina,FiberCrop,1988,4.945
Australia_NZ,FiberCrop,1988,2.446
Brazil,FiberCrop,1988,28.52827
Central America and Caribbean,FiberCrop,1988,1.58335
Central Asia,FiberCrop,1988,341.68
China,FiberCrop,1988,61.51763
Colombia,FiberCrop,1988,2.2943
EU-12,FiberCrop,1988,129.88549
EU-15,FiberCrop,1988,4.66337
Europe_Eastern,FiberCrop,1988,128.13
Europe_Non_EU,FiberCrop,1988,7.5893
India,FiberCrop,1988,80.335
Indonesia,FiberCrop,1988,0.35409
Japan,FiberCrop,1988,0
Mexico,FiberCrop,1988,3.53612
Middle East,FiberCrop,1988,4.32762
Pakistan,FiberCrop,1988,26.19623
Russia,FiberCrop,1988,42.71
South Africa,FiberCrop,1988,1.895
South America_Northern,FiberCrop,1988,0.62095
South America_Southern,FiberCrop,1988,5.76537
South Asia,FiberCrop,1988,5.88843
South Korea,FiberCrop,1988,0.01366
Southeast Asia,FiberCrop,1988,3.31092
USA,FiberCrop,1988,48.35
Africa_Eastern,FodderHerb,1988,0.6142
Africa_Northern,FodderHerb,1988,0.2968
Australia_NZ,FodderHerb,1988,0.05147
Central Asia,FodderHerb,1988,58.96
EU-12,FodderHerb,1988,22.39404
EU-15,FodderHerb,1988,1.00612
Europe_Eastern,FodderHerb,1988,22.11
Europe_Non_EU,FodderHerb,1988,3.14545
Mexico,FodderHerb,1988,0.07489
Middle East,FodderHerb,1988,0.70951
Russia,FodderHerb,1988,7.37
Africa_Eastern,MiscCrop,1988,50.42074
Africa_Northern,MiscCrop,1988,28.69439
Africa_Southern,MiscCrop,1988,21.67078
Africa_Western,MiscCrop,1988,82.02395
Argentina,MiscCrop,1988,9.19175
Australia_NZ,MiscCrop,1988,18.03435
Brazil,MiscCrop,1988,114.00451
Canada,MiscCrop,1988,6.28776
Central America and Caribbean,MiscCrop,1988,27.83269
Central Asia,MiscCrop,1988,870.016
China,MiscCrop,1988,152.92305
Colombia,MiscCrop,1988,13.64815
EU-12,MiscCrop,1988,372.94225
EU-15,MiscCrop,1988,101.44001
Europe_Eastern,MiscCrop,1988,326.256
Europe_Non_EU,MiscCrop,1988,96.35224
European Free Trade Association,MiscCrop,1988,0.64894
India,MiscCrop,1988,270.98608
Indonesia,MiscCrop,1988,32.45176
Japan,MiscCrop,1988,7.07561
Mexico,MiscCrop,1988,39.35698
Middle East,MiscCrop,1988,33.49291
Pakistan,MiscCrop,1988,18.76123
Russia,MiscCrop,1988,108.752
South Africa,MiscCrop,1988,4.56384
South America_Northern,MiscCrop,1988,5.38038
South America_Southern,MiscCrop,1988,19.66194
South Asia,MiscCrop,1988,17.04164
South Korea,MiscCrop,1988,8.5264
Southeast Asia,MiscCrop,1988,43.06556
USA,MiscCrop,1988,32.89051
Africa_Eastern,OilCrop,1988,29.09233
Africa_Northern,OilCrop,1988,22.29021
Africa_Southern,OilCrop,1988,13.8109
Africa_Western,OilCrop,1988,56.99546
Argentina,OilCrop,1988,73.1404
Australia_NZ,OilCrop,1988,3.72428
Brazil,OilCrop,1988,109.5738
Canada,OilCrop,1988,49.17
Central America and Caribbean,OilCrop,1988,1.98652
Central Asia,OilCrop,1988,570.168
China,OilCrop,1988,185.51239
Colombia,OilCrop,1988,0.8056
EU-12,OilCrop,1988,244.68356
EU-15,OilCrop,1988,89.23217
Europe_Eastern,OilCrop,1988,213.813
Europe_Non_EU,OilCrop,1988,34.48778
European Free Trade Association,OilCrop,1988,0.23984
India,OilCrop,1988,212.679
Indonesia,OilCrop,1988,17.8862
Japan,OilCrop,1988,1.8468
Mexico,OilCrop,1988,5.34051
Middle East,OilCrop,1988,6.78555
Pakistan,OilCrop,1988,4.30811
Russia,OilCrop,1988,71.271
South Africa,OilCrop,1988,7.55
South America_Northern,OilCrop,1988,2.39376
South America_Southern,OilCrop,1988,12.19435
South Asia,OilCrop,1988,8.60589
South Korea,OilCrop,1988,4.8852
Southeast Asia,OilCrop,1988,25.01462
USA,OilCrop,1988,248.8285
Africa_Eastern,OtherGrain,1988,117.07039
Africa_Northern,OtherGrain,1988,39.50605
Africa_Southern,OtherGrain,1988,24.39073
Africa_Western,OtherGrain,1988,221.39574
Argentina,OtherGrain,1988,16.1014
Australia_NZ,OtherGrain,1988,45.45258
Brazil,OtherGrain,1988,4.63315
Canada,OtherGrain,1988,59.199
Central America and Caribbean,OtherGrain,1988,5.14219
Central Asia,OtherGrain,1988,4407.11909
China,OtherGrain,1988,83.54452
Colombia,OtherGrain,1988,3.22
EU-12,OtherGrain,1988,1745.35837
EU-15,OtherGrain,1988,172.305
Europe_Eastern,OtherGrain,1988,1652.13024
Europe_Non_EU,OtherGrain,1988,58.44226
European Free Trade Association,OtherGrain,1988,3.7607
India,OtherGrain,1988,328.47504
Japan,OtherGrain,1988,1.43106
Mexico,OtherGrain,1988,21.39891
Middle East,OtherGrain,1988,65.60214
Pakistan,OtherGrain,1988,10.862
Russia,OtherGrain,1988,550.71008
South Africa,OtherGrain,1988,5
South America_Northern,OtherGrain,1988,3.92267
South America_Southern,OtherGrain,1988,6.61012
South Asia,OtherGrain,1988,5.93688
South Korea,OtherGrain,1988,4.15894
Southeast Asia,OtherGrain,1988,3.34988
USA,OtherGrain,1988,94.428
Africa_Eastern,PalmFruit,1988,0.68518
Africa_Southern,PalmFruit,1988,4.1915
Africa_Western,PalmFruit,1988,33.22273
Brazil,PalmFruit,1988,2.14737
Central America and Caribbean,PalmFruit,1988,2.1343
China,PalmFruit,1988,0.605
Colombia,PalmFruit,1988,0.7537
EU-15,PalmFruit,1988,0.041
Europe_Non_EU,PalmFruit,1988,0
India,PalmFruit,1988,14.255
Indonesia,PalmFruit,1988,25.85
Mexico,PalmFruit,1988,2.14064
Pakistan,PalmFruit,1988,0.003
South America_Northern,PalmFruit,1988,0.41448
South America_Southern,PalmFruit,1988,0.80239
South Asia,PalmFruit,1988,4.51757
Southeast Asia,PalmFruit,1988,63.76114
USA,PalmFruit,1988,0.012
Africa_Eastern,Rice,1988,11.74279
Africa_Northern,Rice,1988,3.5963
Africa_Southern,Rice,1988,4.86451
Africa_Western,Rice,1988,35.17774
Argentina,Rice,1988,0.917
Australia_NZ,Rice,1988,1.054
Brazil,Rice,1988,59.60984
Central America and Caribbean,Rice,1988,5.30642
Central Asia,Rice,1988,53.68
China,Rice,1988,324.58539
Colombia,Rice,1988,3.89
EU-12,Rice,1988,20.97836
EU-15,Rice,1988,3.48265
Europe_Eastern,Rice,1988,20.13
Europe_Non_EU,Rice,1988,0.97354
India,Rice,1988,417.35808
Indonesia,Rice,1988,101.38155
Japan,Rice,1988,21.1
Mexico,Rice,1988,1.2667
Middle East,Rice,1988,5.17728
Pakistan,Rice,1988,20.417
Russia,Rice,1988,6.71
South Africa,Rice,1988,0.013
South America_Northern,Rice,1988,2.78489
South America_Southern,Rice,1988,7.56239
South Asia,Rice,1988,126.96293
South Korea,Rice,1988,25.20258
Southeast Asia,Rice,1988,260.96322
USA,Rice,1988,11.7413
Africa_Eastern,Root_Tuber,1988,21.13872
Africa_Northern,Root_Tuber,1988,2.7717
Africa_Southern,Root_Tuber,1988,24.76518
Africa_Western,Root_Tuber,1988,91.81772
Argentina,Root_Tuber,1988,1.55075
Australia_NZ,Root_Tuber,1988,0.49755
Brazil,Root_Tuber,1988,20.20254
Canada,Root_Tuber,1988,1.11
Central America and Caribbean,Root_Tuber,1988,4.24189
Central Asia,Root_Tuber,1988,499.25144
China,Root_Tuber,1988,93.92804
Colombia,Root_Tuber,1988,3.35
EU-12,Root_Tuber,1988,216.68161
EU-15,Root_Tuber,1988,18.14805
Europe_Eastern,Root_Tuber,1988,187.17
Europe_Non_EU,Root_Tuber,1988,16.19048
European Free Trade Association,Root_Tuber,1988,0.3985
India,Root_Tuber,1988,13.156
Indonesia,Root_Tuber,1988,15.89386
Japan,Root_Tuber,1988,2.2457
Mexico,Root_Tuber,1988,0.74503
Middle East,Root_Tuber,1988,1.73151
Pakistan,Root_Tuber,1988,0.58617
Russia,Root_Tuber,1988,62.39
South Africa,Root_Tuber,1988,0.815
South America_Northern,Root_Tuber,1988,0.77415
South America_Southern,Root_Tuber,1988,8.94314
South Asia,Root_Tuber,1988,3.41148
South Korea,Root_Tuber,1988,0.92356
Southeast Asia,Root_Tuber,1988,29.45555
USA,Root_Tuber,1988,5.47952
Africa_Eastern,SugarCrop,1988,2.9775
Africa_Northern,SugarCrop,1988,2.15179
Africa_Southern,SugarCrop,1988,0.9745
Africa_Western,SugarCrop,1988,3.18865
Argentina,SugarCrop,1988,2.967
Australia_NZ,SugarCrop,1988,3.17
Brazil,SugarCrop,1988,41.1323
Canada,SugarCrop,1988,0.206
Central America and Caribbean,SugarCrop,1988,19.16566
Central Asia,SugarCrop,1988,269.6
China,SugarCrop,1988,17.43
Colombia,SugarCrop,1988,3.3659
EU-12,SugarCrop,1988,113.85748
EU-15,SugarCrop,1988,19.68233
Europe_Eastern,SugarCrop,1988,101.1
Europe_Non_EU,SugarCrop,1988,9.76977
European Free Trade Association,SugarCrop,1988,0.1467
India,SugarCrop,1988,32.786
Indonesia,SugarCrop,1988,3.4
Japan,SugarCrop,1988,1.05779
Mexico,SugarCrop,1988,6.05296
Middle East,SugarCrop,1988,1.81725
Pakistan,SugarCrop,1988,8.534
Russia,SugarCrop,1988,33.7
South Africa,SugarCrop,1988,2.7642
South America_Northern,SugarCrop,1988,1.61623
South America_Southern,SugarCrop,1988,3.18291
South Asia,SugarCrop,1988,2.2827
Southeast Asia,SugarCrop,1988,10.81204
USA,SugarCrop,1988,8.8998
Africa_Eastern,Wheat,1988,9.80799
Africa_Northern,Wheat,1988,44.18633
Africa_Southern,Wheat,1988,1.49189
Africa_Western,Wheat,1988,0.6025
Argentina,Wheat,1988,46.86615
Australia_NZ,Wheat,1988,88.77431
Brazil,Wheat,1988,34.76288
Canada,Wheat,1988,129.443
Central America and Caribbean,Wheat,1988,0.2619
Central Asia,Wheat,1988,3849.54319
China,Wheat,1988,287.8566
Colombia,Wheat,1988,0.383
EU-12,Wheat,1988,1551.79596
EU-15,Wheat,1988,149.67119
Europe_Eastern,Wheat,1988,1441.74
Europe_Non_EU,Wheat,1988,171.19955
European Free Trade Association,Wheat,1988,1.3741
India,Wheat,1988,230.62704
Japan,Wheat,1988,2.82
Mexico,Wheat,1988,9.12762
Middle East,Wheat,1988,96.88043
Pakistan,Wheat,1988,73.084
Russia,Wheat,1988,480.58
South Africa,Wheat,1988,20.09
South America_Northern,Wheat,1988,0.00955
South America_Southern,Wheat,1988,12.27929
South Asia,Wheat,1988,28.20582
South Korea,Wheat,1988,0.01506
Southeast Asia,Wheat,1988,1.20415
USA,Wheat,1988,215.25008
Africa_Eastern,Corn,1989,35.53675
Africa_Northern,Corn,1989,12.4884
Africa_Southern,Corn,1989,75.2761
Africa_Western,Corn,1989,85.04367
Argentina,Corn,1989,16.837
Australia_NZ,Corn,1989,0.74101
Brazil,Corn,1989,129.1898
Canada,Corn,1989,10.71101
Central America and Caribbean,Corn,1989,19.42526
Central Asia,Corn,1989,329.6
China,Corn,1989,204.33871
Colombia,Corn,1989,7.592
EU-12,Corn,1989,194.80736
EU-15,Corn,1989,41.40025
Europe_Eastern,Corn,1989,123.6
Europe_Non_EU,Corn,1989,119.675
European Free Trade Association,Corn,1989,0.2846
India,Corn,1989,59.151
Indonesia,Corn,1989,30.21199
Japan,Corn,1989,0.39612
Mexico,Corn,1989,64.87984
Middle East,Corn,1989,1.95673
Pakistan,Corn,1989,8.629
Russia,Corn,1989,41.2
South Africa,Corn,1989,44.22
South America_Northern,Corn,1989,4.44528
South America_Southern,Corn,1989,16.23569
South Asia,Corn,1989,10.9574
South Korea,Corn,1989,0.49454
Southeast Asia,Corn,1989,61.75358
USA,Corn,1989,264.7658
Africa_Eastern,FiberCrop,1989,6.36042
Africa_Northern,FiberCrop,1989,4.58884
Africa_Southern,FiberCrop,1989,9.22903
Africa_Western,FiberCrop,1989,14.1903
Argentina,FiberCrop,1989,5.039
Australia_NZ,FiberCrop,1989,1.941
Brazil,FiberCrop,1989,23.98031
Central America and Caribbean,FiberCrop,1989,1.36991
Central Asia,FiberCrop,1989,339.804
China,FiberCrop,1989,56.46559
Colombia,FiberCrop,1989,1.869
EU-12,FiberCrop,1989,129.22398
EU-15,FiberCrop,1989,4.19031
Europe_Eastern,FiberCrop,1989,127.4265
Europe_Non_EU,FiberCrop,1989,7.42345
India,FiberCrop,1989,83.722
Indonesia,FiberCrop,1989,0.21794
Japan,FiberCrop,1989,0
Mexico,FiberCrop,1989,2.34864
Middle East,FiberCrop,1989,4.53876
Pakistan,FiberCrop,1989,25.98627
Russia,FiberCrop,1989,42.4755
South Africa,FiberCrop,1989,1.8
South America_Northern,FiberCrop,1989,0.70543
South America_Southern,FiberCrop,1989,6.4519
South Asia,FiberCrop,1989,6.31476
South Korea,FiberCrop,1989,0.0127
Southeast Asia,FiberCrop,1989,3.24524
USA,FiberCrop,1989,38.606
Africa_Eastern,FodderHerb,1989,0.5865
Africa_Northern,FodderHerb,1989,0.2568
Australia_NZ,FodderHerb,1989,0.09482
Central Asia,FodderHerb,1989,64
EU-12,FodderHerb,1989,24.29162
EU-15,FodderHerb,1989,1.05515
Europe_Eastern,FodderHerb,1989,24
Europe_Non_EU,FodderHerb,1989,3.217
Mexico,FodderHerb,1989,0.07045
Middle East,FodderHerb,1989,0.54513
Russia,FodderHerb,1989,8
Africa_Eastern,MiscCrop,1989,53.08459
Africa_Northern,MiscCrop,1989,28.93661
Africa_Southern,MiscCrop,1989,22.71346
Africa_Western,MiscCrop,1989,85.63493
Argentina,MiscCrop,1989,8.70582
Australia_NZ,MiscCrop,1989,16.32887
Brazil,MiscCrop,1989,110.55277
Canada,MiscCrop,1989,4.77762
Central America and Caribbean,MiscCrop,1989,27.96296
Central Asia,MiscCrop,1989,837.7332
China,MiscCrop,1989,157.66024
Colombia,MiscCrop,1989,14.20181
EU-12,MiscCrop,1989,361.33382
EU-15,MiscCrop,1989,101.50943
Europe_Eastern,MiscCrop,1989,314.14995
Europe_Non_EU,MiscCrop,1989,99.89286
European Free Trade Association,MiscCrop,1989,0.64102
India,MiscCrop,1989,287.92924
Indonesia,MiscCrop,1989,33.67065
Japan,MiscCrop,1989,6.93868
Mexico,MiscCrop,1989,33.26971
Middle East,MiscCrop,1989,34.72524
Pakistan,MiscCrop,1989,21.21579
Russia,MiscCrop,1989,104.71665
South Africa,MiscCrop,1989,4.58386
South America_Northern,MiscCrop,1989,5.48992
South America_Southern,MiscCrop,1989,19.83202
South Asia,MiscCrop,1989,17.05099
South Korea,MiscCrop,1989,7.9969
Southeast Asia,MiscCrop,1989,43.02322
USA,MiscCrop,1989,34.97151
Africa_Eastern,OilCrop,1989,26.52188
Africa_Northern,OilCrop,1989,22.3917
Africa_Southern,OilCrop,1989,13.44011
Africa_Western,OilCrop,1989,59.11802
Argentina,OilCrop,1989,69.2433
Australia_NZ,OilCrop,1989,3.66377
Brazil,OilCrop,1989,126.38928
Canada,OilCrop,1989,43.097
Central America and Caribbean,OilCrop,1989,1.81869
Central Asia,OilCrop,1989,571.2672
